postId,a1,a2,b1,b2,c1,c2,processed,found,missed
12900,1601,1453,1044,800,475,294,19596,5667,13929
12902,699,647,513,373,299,144,9558,2675,6883
12904,3,3,1,1,2,0,36,10,26
12905,156,144,139,107,91,39,2202,676,1526
12916,230,181,139,100,59,47,2436,756,1680
12918,65,58,60,32,23,11,924,249,675
12929,8,8,6,5,4,1,90,32,58
12930,1,1,1,1,1,0,36,5,31
12931,3,4,5,2,3,1,54,18,36
12937,4,3,4,1,1,0,48,13,35
12939,6,6,2,3,0,2,60,19,41
12941,12,10,5,5,3,2,132,37,95
12942,3,2,1,1,0,1,48,8,40
12944,107,97,70,47,44,14,1146,379,767
0,0,0,0,0,0,0,0,0,0
12969,118,90,69,53,31,31,1440,392,1048
12973,1103,883,628,391,209,158,11886,3372,8514
12975,1672,1258,950,677,376,330,18324,5263,13061
12977,776,672,496,379,240,136,9354,2699,6655
12979,1130,1061,765,623,435,181,13890,4195,9695
12981,1217,1065,856,536,418,162,14352,4254,10098
12992,5,6,3,1,1,0,60,16,44
12998,111,91,59,33,15,17,1284,326,958
0,0,0,0,0,0,0,0,0,0
13007,3,3,2,0,0,1,24,9,15
13008,10,9,6,4,2,1,96,32,64
13009,6,7,4,5,4,2,54,28,26
13011,94,68,30,21,40,6,906,259,647
13018,221,211,160,114,80,43,3186,829,2357
13020,197,147,103,71,41,25,2076,584,1492
13022,11,9,6,7,3,4,132,40,92
13024,118,109,88,72,44,20,1614,451,1163
13031,172,129,103,65,37,29,1788,535,1253
13076,168,165,140,98,64,35,2256,670,1586
13080,12,11,7,5,3,2,120,40,80
13081,4,4,4,3,1,2,84,18,66
13084,2,2,3,1,0,0,42,8,34
0,0,0,0,0,0,0,0,0,0
13114,1633,1331,921,685,445,225,18348,5240,13108
13117,1716,1532,1075,783,532,297,18444,5935,12509
13120,1723,1599,1157,855,595,322,20874,6251,14623
13122,1475,1341,1026,861,584,232,17550,5519,12031
13124,1003,826,577,475,269,162,13176,3312,9864
13126,1463,1145,927,704,422,225,17634,4886,12748
13128,1402,1166,898,686,446,226,16728,4824,11904
13130,1719,1395,949,711,472,291,18822,5537,13285
13134,768,706,539,444,258,162,9252,2877,6375
13136,12,13,10,8,6,3,258,52,206
13141,14,11,5,4,4,1,120,39,81
13142,195,167,137,105,73,37,2718,714,2004
13144,10,10,10,9,7,1,102,47,55
13145,4,4,3,1,0,0,66,12,54
13147,4,3,1,4,0,1,84,13,71
13149,66,54,36,28,18,9,918,211,707
13153,76,67,36,37,22,20,876,258,618
13163,86,81,80,54,29,24,1368,354,1014
13166,4,4,5,3,1,2,90,19,71
13179,34,25,21,14,18,8,462,120,342
13189,998,813,581,402,247,124,12174,3165,9009
13191,819,655,549,354,242,143,10380,2762,7618
13195,2023,1635,1166,836,581,305,21630,6546,15084
13198,1440,1280,937,643,451,244,17196,4995,12201
13200,1730,1381,1103,729,448,261,20442,5652,14790
13202,3528,2921,1984,1402,979,456,38568,11270,27298
13204,1341,1020,834,622,351,208,15114,4376,10738
13213,207,188,133,108,65,39,2652,740,1912
13219,138,112,82,68,44,28,2088,472,1616
13221,3,1,0,0,1,1,54,6,48
13222,2,3,2,2,1,0,36,10,26
13223,7,6,7,5,1,2,84,28,56
13224,283,250,192,137,84,40,3504,986,2518
13226,15,13,7,5,1,1,168,42,126
13228,6,10,9,8,3,2,120,38,82
13229,189,136,102,65,33,30,2022,555,1467
13242,6,5,4,3,2,2,42,22,20
13246,90,64,37,24,24,5,1026,244,782
13248,87,67,36,33,16,16,1134,255,879
13253,5,2,2,2,0,0,48,11,37
13254,4,4,3,3,2,0,48,16,32
13256,1,3,1,1,0,0,30,6,24
13257,1,2,1,2,0,0,48,6,42
13258,289,256,177,136,74,49,3144,981,2163
13261,9,9,6,3,3,0,108,30,78
13262,6,7,3,3,1,2,78,22,56
13263,14,7,8,4,2,1,126,36,90
13264,200,183,137,103,51,39,2586,713,1873
13270,122,96,75,26,16,12,1392,347,1045
13277,8,6,5,5,2,3,78,29,49
13286,968,831,642,439,300,156,11406,3336,8070
13304,988,912,671,500,382,177,12096,3630,8466
0,0,0,0,0,0,0,0,0,0
13337,236,197,120,83,53,32,2412,721,1691
13342,1434,1290,899,670,442,238,16530,4973,11557
13344,1238,1103,756,560,366,207,14568,4230,10338
13346,1854,1533,1051,746,450,279,19962,5913,14049
13348,1257,1018,779,621,341,220,15594,4236,11358
13350,1363,1257,870,651,392,245,16146,4778,11368
13352,54,39,28,17,11,7,798,156,642
13356,191,168,121,112,80,42,2604,714,1890
13358,7,8,5,2,3,2,90,27,63
13362,232,217,174,117,73,34,2886,847,2039
13366,8,7,9,4,3,1,84,32,52
13378,115,89,87,65,59,21,1206,436,770
13385,198,174,127,109,58,40,2850,706,2144
13400,285,252,178,117,54,59,3552,945,2607
13411,150,117,74,63,33,16,1716,453,1263
13423,1048,988,678,527,315,172,12720,3728,8992
13425,1287,1056,836,568,357,202,14898,4306,10592
13427,1931,1713,1148,773,488,296,20976,6349,14627
13429,1386,1077,798,572,343,226,15708,4402,11306
13431,651,554,423,290,162,110,8286,2190,6096
13433,1471,1173,907,630,406,224,17112,4811,12301
13435,1349,1244,915,709,478,237,16464,4932,11532
13437,1209,1100,773,577,379,167,13926,4205,9721
13439,46,35,30,19,6,3,516,139,377
13443,111,96,62,50,31,12,1428,362,1066
13476,205,181,116,89,43,46,2484,680,1804
13486,187,157,126,76,55,26,2148,627,1521
13492,9,8,4,4,2,1,72,28,44
13495,5,5,2,3,1,0,48,16,32
13497,6,4,1,0,1,1,66,13,53
13510,273,219,135,112,67,40,3318,846,2472
13518,193,167,110,81,43,22,2394,616,1778
13520,2,2,4,1,1,2,60,12,48
13523,4,4,2,2,0,0,60,12,48
13524,6,5,3,2,3,1,66,20,46
13525,132,87,40,34,15,16,1356,324,1032
13528,131,87,87,51,56,49,1434,461,973
13536,174,146,94,77,55,22,2040,568,1472
13541,13,6,5,3,2,0,84,29,55
13547,1765,1216,800,465,365,195,18288,4806,13482
13549,1777,1502,992,747,542,252,20136,5812,14324
13551,1130,984,697,453,321,167,14022,3752,10270
13553,1740,1470,1130,793,512,249,19932,5894,14038
13555,1607,1394,979,757,469,286,19674,5492,14182
13576,329,315,231,168,127,74,3948,1244,2704
13579,13,10,8,9,3,1,144,44,100
13581,149,133,98,68,43,21,1872,512,1360
13583,139,120,77,39,24,14,1518,413,1105
13585,179,147,87,42,33,34,2250,522,1728
13587,7,2,2,0,2,1,54,14,40
13589,3,2,2,1,0,0,30,8,22
13590,4,4,0,0,0,0,42,8,34
13592,8,5,3,2,0,0,66,18,48
13593,8,5,3,2,0,0,66,18,48
13632,126,95,63,42,31,13,1458,370,1088
13638,133,113,99,58,30,25,1764,458,1306
13641,10,5,5,4,0,2,114,26,88
13645,3,3,2,2,1,0,24,11,13
13646,92,65,39,15,9,8,1110,228,882
13650,216,181,138,97,67,25,2412,724,1688
13652,298,246,207,142,88,56,3474,1037,2437
13654,8,4,3,2,0,0,78,17,61
13657,8,5,4,4,2,1,96,24,72
13664,1343,1102,771,516,354,208,14490,4294,10196
13666,1354,1190,859,641,438,200,15894,4682,11212
13668,2059,1862,1399,1196,850,335,24354,7701,16653
13670,1438,1167,869,579,398,221,16122,4672,11450
13672,1790,1446,977,721,456,285,20190,5675,14515
13674,1336,1028,789,542,300,211,16140,4206,11934
13676,800,698,489,363,262,133,9246,2745,6501
13678,1630,1391,999,719,518,262,18204,5519,12685
13680,12,8,6,6,3,0,108,35,73
13682,143,106,79,40,17,15,1512,400,1112
13687,144,145,96,69,38,35,1782,527,1255
13696,4,5,3,3,1,1,72,17,55
13697,10,13,10,7,2,5,126,47,79
13699,185,155,72,56,31,18,2298,517,1781
13716,36,21,19,12,9,9,462,106,356
13720,298,222,149,107,63,40,3156,879,2277
13732,4,7,5,3,1,3,54,23,31
13735,11,11,10,5,5,2,84,44,40
13767,3,5,4,3,6,1,54,22,32
13768,16,13,8,6,5,2,168,50,118
13769,7,6,3,2,2,1,66,21,45
13773,367,324,228,170,101,53,4200,1243,2957
13771,6,6,5,3,4,2,102,26,76
13772,5,7,5,4,3,2,102,26,76
13775,167,161,114,82,42,39,2334,605,1729
13777,275,220,152,112,83,42,3378,884,2494
13781,1030,891,674,501,353,172,12300,3621,8679
13783,1521,1355,962,652,400,200,17328,5090,12238
13785,1621,1313,884,601,379,247,18468,5045,13423
13787,886,772,577,414,256,169,11280,3074,8206
13791,1020,901,704,509,322,157,12498,3613,8885
13793,983,884,692,493,331,149,12282,3532,8750
13795,1774,1556,1220,944,635,247,20364,6376,13988
13797,1689,1514,1166,851,540,313,21792,6073,15719
13803,252,226,156,116,79,37,2742,866,1876
13805,11,9,8,6,4,2,108,40,68
13808,226,173,101,60,42,41,2568,643,1925
13810,117,118,89,65,48,20,1578,457,1121
13812,8,7,6,4,2,1,90,28,62
13813,12,10,9,6,6,2,132,45,87
13819,7,8,9,4,3,1,120,32,88
13823,131,103,74,51,31,29,1596,419,1177
13827,928,755,497,339,182,126,10692,2827,7865
13835,6,4,2,0,0,1,78,13,65
13837,10,9,4,4,2,2,96,31,65
13840,54,47,34,24,18,6,714,183,531
13872,118,106,90,77,54,12,1746,457,1289
13876,11,9,5,4,1,1,114,31,83
13880,101,93,66,56,32,12,1356,360,996
13886,124,79,51,43,24,22,1560,343,1217
13891,4,6,1,1,0,1,90,13,77
13892,982,761,583,373,226,148,11202,3073,8129
13894,1181,979,661,415,320,175,12708,3731,8977
13896,1608,1415,1082,766,588,220,17496,5679,11817
13898,1333,1179,850,632,451,220,15870,4665,11205
13900,521,360,278,197,117,99,5958,1572,4386
13902,1346,1171,958,788,504,218,17274,4985,12289
13904,1049,864,708,575,420,154,12852,3770,9082
13906,1407,1195,901,683,398,271,16782,4855,11927
13908,103,87,58,56,41,26,1386,371,1015
13910,203,163,116,89,50,37,2454,658,1796
13914,274,202,165,112,74,49,3150,876,2274
13926,17,10,11,6,4,4,162,52,110
0,0,0,0,0,0,0,0,0,0
13951,428,319,230,158,124,49,4590,1308,3282
13955,8,6,4,1,2,1,102,22,80
13958,471,418,344,242,147,100,5664,1722,3942
13962,64,69,52,45,30,16,972,276,696
13964,8,8,7,5,3,2,150,33,117
13966,66,47,26,19,9,9,744,176,568
13974,10,7,8,5,2,4,108,36,72
13976,11,13,7,6,2,7,138,46,92
13978,7,7,4,2,1,1,72,22,50
13981,6,5,2,2,2,1,54,18,36
13999,1191,963,694,458,286,195,13044,3787,9257
14001,1833,1561,1032,666,375,208,18564,5675,12889
14003,1358,1115,766,554,348,243,15282,4384,10898
14005,1940,1641,1149,897,545,263,23064,6435,16629
14009,1099,920,713,529,347,208,12774,3816,8958
14011,1100,947,691,447,312,155,12258,3652,8606
14015,118,122,82,65,55,17,1890,459,1431
14017,225,198,169,139,83,48,3120,862,2258
14035,212,188,121,95,69,46,2766,731,2035
14037,9,14,10,8,4,6,138,51,87
14041,12,9,10,8,8,2,156,49,107
14051,215,177,151,113,70,32,2262,758,1504
14053,9,5,8,3,2,0,102,27,75
14065,115,100,69,41,27,16,1170,368,802
14068,22,16,12,4,6,4,168,64,104
14069,58,52,42,35,21,7,864,215,649
14073,115,112,100,78,45,15,2034,465,1569
14090,4,3,4,3,2,0,42,16,26
14091,10,7,3,4,0,1,84,25,59
14094,1264,1035,836,600,427,202,14712,4364,10348
14096,1021,885,734,518,331,211,12462,3700,8762
14098,1822,1686,1250,955,715,303,21444,6731,14713
14100,1602,1328,967,722,520,238,17964,5377,12587
14102,943,856,609,491,315,151,12150,3365,8785
14104,1255,946,760,504,308,154,14112,3927,10185
14106,1243,1000,737,527,327,194,14058,4028,10030
14108,1563,1282,966,725,467,228,18648,5231,13417
14110,280,215,165,107,77,50,2964,894,2070
14115,172,155,115,80,53,23,2268,598,1670
14118,234,211,150,105,49,51,2778,800,1978
14122,11,8,8,6,4,3,96,40,56
14123,161,114,91,61,44,23,1806,494,1312
14128,11,8,8,6,4,3,96,40,56
14130,6,7,3,3,1,0,78,20,58
14148,6,5,3,3,0,5,96,22,74
14150,11,10,10,8,5,3,108,47,61
14152,10,11,4,3,3,2,120,33,87
14156,55,37,22,22,14,5,708,155,553
14178,267,199,130,98,67,35,2826,796,2030
14180,7,4,3,4,2,2,72,22,50
14181,13,8,6,5,5,3,108,40,68
14183,4,4,2,1,2,1,66,14,52
14188,308,282,218,158,89,77,4176,1132,3044
14190,124,109,84,60,37,26,1518,440,1078
14199,5,5,5,3,3,0,66,21,45
14200,1307,1076,813,569,368,236,16026,4369,11657
14202,1329,1188,814,602,444,208,15894,4585,11309
14204,1528,1254,898,710,424,261,18132,5075,13057
14206,1468,1240,940,713,422,315,16962,5098,11864
14219,120,112,74,63,41,46,1488,456,1032
14224,472,407,291,202,141,61,4872,1574,3298
14230,41,24,24,16,7,1,564,113,451
14235,12,9,9,3,3,5,138,41,97
14237,9,12,8,9,5,2,120,45,75
14240,12,14,5,8,3,3,138,45,93
14241,6,6,5,5,3,4,78,29,49
14242,78,57,32,18,15,11,678,211,467
14248,65,68,51,39,24,17,678,264,414
14250,181,162,142,107,63,31,2652,686,1966
14252,6,6,3,3,2,0,66,20,46
14253,7,6,7,4,2,1,126,27,99
14262,488,441,301,233,156,75,5424,1694,3730
14269,1,1,1,1,1,0,36,5,31
14274,259,191,135,93,57,43,2910,778,2132
14295,1,1,1,1,0,0,24,4,20
14300,5,3,3,1,0,1,48,13,35
14302,258,205,180,128,75,47,2904,893,2011
14321,160,110,77,52,24,25,1698,448,1250
14323,1511,1345,995,783,532,238,17982,5404,12578
14325,907,799,595,488,291,189,11544,3269,8275
14327,1116,1012,741,533,353,191,13248,3946,9302
14329,992,865,643,500,326,141,12750,3467,9283
14331,1152,990,746,599,449,145,13530,4081,9449
14333,1646,1366,1024,792,500,252,19296,5580,13716
14335,1645,1375,995,712,429,311,18624,5467,13157
14337,87,69,52,32,15,9,1314,264,1050
14339,230,196,128,96,67,33,2580,750,1830
14351,198,186,136,100,59,26,2508,705,1803
14356,6,4,4,0,1,0,54,15,39
14357,4,3,1,2,1,2,66,13,53
14361,50,56,45,30,15,8,816,204,612
14363,135,112,126,89,60,24,1950,546,1404
14372,3,2,2,1,1,0,36,9,27
14373,2,3,1,1,1,1,36,9,27
14376,154,129,71,56,33,26,1998,469,1529
14378,279,240,175,130,86,42,3096,952,2144
14380,3,2,1,1,0,0,36,7,29
14383,4,2,1,3,3,0,72,13,59
14384,166,168,124,89,72,50,2340,669,1671
14386,2,2,3,2,0,1,24,10,14
14387,3,3,4,3,2,0,42,15,27
14388,342,276,180,137,91,59,3864,1085,2779
14398,81,95,67,42,23,20,1080,328,752
14401,4,3,3,2,3,1,36,16,20
14424,1021,822,584,397,248,152,10608,3224,7384
14428,264,234,151,112,69,48,2844,878,1966
14430,1221,1021,808,633,334,218,14088,4235,9853
14432,1541,1344,1123,875,544,248,18828,5675,13153
14434,1522,1275,988,715,471,240,17778,5211,12567
14436,1288,1070,817,566,368,191,15036,4300,10736
14438,1249,1034,857,611,432,175,15294,4358,10936
14441,684,631,469,358,225,129,8346,2496,5850
14443,1164,1022,890,648,425,204,14682,4353,10329
14445,766,646,533,397,298,118,9426,2758,6668
14447,925,854,653,511,339,128,12456,3410,9046
14459,124,117,77,71,43,21,1572,453,1119
14468,4,3,2,2,1,0,48,12,36
14469,5,4,2,3,2,3,48,19,29
14470,267,223,152,119,60,62,2604,883,1721
14480,230,164,126,113,39,39,2790,711,2079
14489,92,74,72,52,25,8,1422,323,1099
14493,95,73,49,24,13,6,1104,260,844
0,0,0,0,0,0,0,0,0,0
14499,1,2,0,0,0,0,36,3,33
14502,293,261,187,120,79,38,3396,978,2418
14561,70,51,37,24,13,9,828,204,624
14566,435,393,250,154,103,81,4356,1416,2940
14572,9,7,6,2,1,2,96,27,69
14574,10,11,9,5,8,3,120,46,74
14587,93,107,91,65,40,30,1326,426,900
14592,14,14,11,7,2,3,126,51,75
14595,185,145,113,81,49,24,2166,597,1569
14604,5,3,2,2,1,0,42,13,29
14606,8,5,4,3,0,1,66,21,45
14611,1539,1392,978,658,546,272,16704,5385,11319
14613,0,0,0,0,0,0,0,0,0
14615,1489,1118,809,534,354,146,16542,4450,12092
14617,947,778,551,373,250,142,10920,3041,7879
14619,1157,927,732,475,302,156,12480,3749,8731
14621,757,636,516,417,257,124,9756,2707,7049
14625,0,0,0,0,0,0,0,0,0
14631,140,119,98,64,25,29,1656,475,1181
14638,403,354,233,136,78,68,4572,1272,3300
14679,10,7,6,5,0,2,96,30,66
14682,9,10,7,6,5,1,108,38,70
14683,11,10,6,3,2,0,102,32,70
14685,7,9,2,1,0,1,66,20,46
14695,236,193,134,100,60,32,2460,755,1705
14703,229,237,178,104,76,52,2694,876,1818
14717,1,1,1,0,0,0,30,3,27
14715,3,3,3,2,0,3,42,14,28
14725,141,114,114,73,39,22,1980,503,1477
0,0,0,0,0,0,0,0,0,0
14740,11,9,10,5,6,3,138,44,94
14750,5,2,5,5,3,0,60,20,40
14758,225,207,156,116,76,37,2712,817,1895
14771,1537,1252,979,722,451,235,17526,5176,12350
14773,1166,894,700,447,283,148,12258,3638,8620
14775,987,877,649,436,302,154,11226,3405,7821
14777,1123,991,662,491,357,194,13452,3818,9634
14783,720,639,540,370,229,121,9432,2619,6813
14785,1254,1098,861,650,389,209,15294,4461,10833
14787,258,208,138,100,57,51,3030,812,2218
14793,166,139,109,83,51,25,2112,573,1539
14799,110,105,89,63,36,18,1518,421,1097
14805,10,11,10,9,3,1,120,44,76
14809,249,229,193,126,88,56,3138,941,2197
14812,5,7,5,6,2,1,84,26,58
14816,8,9,10,7,4,4,102,42,60
14817,10,10,10,4,5,3,114,42,72
14819,13,12,6,1,2,3,138,37,101
14840,253,201,139,85,52,36,3102,766,2336
14846,5,5,2,2,3,1,60,18,42
14847,9,7,4,4,2,3,126,29,97
14855,213,190,154,105,76,30,2766,768,1998
14861,104,93,62,48,35,31,1230,373,857
14873,9,8,8,6,4,1,84,36,48
14874,122,104,82,71,64,22,1932,465,1467
14878,199,152,118,86,40,35,2310,630,1680
14881,893,705,517,414,232,127,10278,2888,7390
14885,1412,1088,816,556,321,210,15474,4403,11071
14887,1448,1126,782,543,334,226,16200,4459,11741
14891,655,547,441,373,236,107,8352,2359,5993
14893,0,0,0,0,0,0,0,0,0
14903,335,322,274,205,144,54,4638,1334,3304
14905,11,12,10,8,4,2,138,47,91
0,0,0,0,0,0,0,0,0,0
14910,216,126,108,68,39,17,2574,574,2000
14912,8,6,6,7,1,2,72,30,42
14927,194,151,98,81,57,33,2262,614,1648
14930,5,1,2,2,0,1,48,11,37
14933,5,6,5,3,3,0,66,22,44
14936,6,10,8,7,5,1,90,37,53
14951,160,134,99,67,50,34,1800,544,1256
14956,10,5,9,6,6,0,132,36,96
14957,14,14,7,5,4,3,138,47,91
14964,89,78,56,37,25,6,1206,291,915
14967,6,4,3,1,2,2,54,18,36
14968,6,7,5,6,5,2,84,31,53
14971,276,254,192,167,102,69,3738,1060,2678
14979,135,105,79,54,37,22,1812,432,1380
14984,2,3,3,4,1,2,42,15,27
14987,858,661,514,391,227,130,10752,2781,7971
14993,77,73,49,40,22,19,924,280,644
14998,250,201,143,96,47,44,2844,781,2063
15003,140,136,108,80,62,20,1992,546,1446
15005,7,8,6,3,3,3,96,30,66
15008,7,4,6,3,2,1,108,23,85
15009,9,8,4,4,4,3,108,32,76
15013,3,3,4,3,2,0,78,15,63
15016,5,6,4,4,1,1,54,21,33
15040,213,189,133,106,75,36,2502,752,1750
0,0,0,0,0,0,0,0,0,0
15074,232,208,160,128,73,68,2640,869,1771
15076,62,57,42,34,32,9,900,236,664
0,0,0,0,0,0,0,0,0,0
15084,343,352,248,183,131,51,4542,1308,3234
15092,9,8,8,7,2,2,114,36,78
15096,1841,1536,1191,846,508,275,21330,6197,15133
15098,1481,1170,854,586,377,245,15666,4713,10953
15102,1633,1380,952,713,484,244,18690,5406,13284
15104,0,0,0,0,0,0,0,0,0
15106,694,540,402,318,222,98,8118,2274,5844
15108,0,0,0,0,0,0,0,0,0
15110,1377,1101,898,675,443,198,16134,4692,11442
15112,1170,967,706,499,370,142,13116,3854,9262
15117,64,65,36,27,12,9,672,213,459
15125,404,359,240,177,114,85,4296,1379,2917
15129,528,487,345,263,179,94,6960,1896,5064
15135,11,11,9,9,2,1,120,43,77
15137,10,10,8,7,7,2,132,44,88
15140,205,208,158,121,63,42,2892,797,2095
15147,53,47,34,33,13,13,678,193,485
15154,104,103,60,38,38,42,1308,385,923
15163,77,72,47,43,28,18,954,285,669
15167,7,8,6,4,2,5,78,32,46
15171,192,158,140,95,36,29,2178,650,1528
15177,770,599,427,323,212,116,8196,2447,5749
15179,172,146,109,84,61,29,2766,601,2165
15181,0,0,0,0,0,0,0,0,0
15183,0,0,0,0,0,0,0,0,0
15185,1555,1213,891,626,460,265,16746,5010,11736
15188,101,88,61,40,30,17,1116,337,779
15219,160,141,111,89,61,31,2166,593,1573
15223,9,11,8,6,3,1,102,38,64
15224,8,9,6,5,5,4,96,37,59
0,0,0,0,0,0,0,0,0,0
15252,273,207,163,115,64,39,3216,861,2355
15254,2,2,1,0,0,1,48,6,42
437,24,18,7,6,1,1,216,57,159
24,1192,999,698,543,286,221,13668,3939,9729
4778,16,15,6,2,4,2,168,45,123
4821,8,8,6,2,0,2,108,26,82
0,0,0,0,0,0,0,0,0,0
3569,174,164,115,56,27,39,2370,575,1795
5424,66,56,32,21,15,13,690,203,487
5374,11,11,9,6,4,5,102,46,56
5378,6,4,3,1,3,1,72,18,54
0,0,0,0,0,0,0,0,0,0
4978,9,9,5,4,2,0,114,29,85
459,17,14,9,8,4,4,204,56,148
551,267,241,150,103,74,39,2940,874,2066
4560,21,22,11,9,7,3,216,73,143
593,10,9,6,2,3,1,96,31,65
778,8,6,5,1,1,2,90,23,67
5336,15,16,7,8,2,5,150,53,97
5333,13,16,11,8,7,6,162,61,101
767,2,4,2,1,0,0,42,9,33
782,14,11,7,6,5,2,132,45,87
4559,8,10,7,6,3,2,96,36,60
797,14,13,10,7,2,4,162,50,112
4822,14,14,9,5,3,1,132,46,86
830,6,6,3,3,0,1,60,19,41
854,7,6,3,2,3,1,84,22,62
860,7,6,3,2,3,1,84,22,62
898,0,3,2,1,1,2,42,9,33
925,8,7,6,5,2,1,78,29,49
969,13,11,7,5,5,1,144,42,102
4993,85,74,58,39,21,16,876,293,583
1054,20,15,7,11,7,4,174,64,110
1069,4,3,3,3,3,2,72,18,54
1072,6,4,3,4,4,0,102,21,81
4810,18,18,9,6,4,4,186,59,127
5232,5,3,1,0,0,0,66,9,57
5236,6,7,3,2,3,2,102,23,79
5229,4,7,4,3,3,0,66,21,45
0,0,0,0,0,0,0,0,0,0
4731,6,5,4,0,0,2,78,17,61
4601,281,259,218,163,104,41,4386,1066,3320
1184,16,17,10,9,8,3,138,63,75
0,0,0,0,0,0,0,0,0,0
5172,13,12,9,7,5,3,162,49,113
0,0,0,0,0,0,0,0,0,0
1472,218,195,170,110,90,44,2538,827,1711
1508,131,109,72,70,43,30,1578,455,1123
5288,3,2,1,2,0,1,60,9,51
5291,6,7,4,4,2,3,78,26,52
5273,11,8,6,2,2,2,132,31,101
0,0,0,0,0,0,0,0,0,0
4888,6,6,4,6,1,2,78,25,53
4889,6,6,4,6,1,2,72,25,47
4781,9,7,5,4,4,1,96,30,66
4782,364,285,231,139,80,45,4014,1144,2870
1630,11,4,6,5,1,2,102,29,73
1648,3,1,1,2,1,0,30,8,22
1652,9,6,6,4,1,1,90,27,63
4949,2,1,1,1,1,0,48,6,42
4950,22,22,11,5,6,4,204,70,134
4951,4,4,5,2,1,1,66,17,49
0,0,0,0,0,0,0,0,0,0
4953,14,11,8,4,5,2,120,44,76
4955,16,14,12,7,6,4,174,59,115
5109,19,18,14,10,5,5,180,71,109
5110,12,8,3,4,2,1,126,30,96
5130,12,10,5,2,3,1,120,33,87
1807,7,5,1,5,0,3,66,21,45
1731,10,7,6,6,4,4,114,37,77
1748,242,171,140,98,60,30,2562,741,1821
5151,11,12,7,6,4,1,132,41,91
1811,2,1,1,1,0,0,30,5,25
3832,647,511,370,250,164,100,7812,2042,5770
3749,78,62,46,21,17,18,1086,242,844
5100,4,7,4,4,1,5,54,25,29
5102,10,12,7,5,5,4,102,43,59
1849,10,10,11,7,4,3,120,45,75
5082,10,14,13,11,8,3,138,59,79
5081,12,14,13,6,6,5,144,56,88
5065,6,9,5,6,3,1,102,30,72
1912,10,11,8,3,0,4,102,36,66
4796,1,3,2,0,2,0,42,8,34
4901,7,7,5,2,1,1,72,23,49
4903,8,4,4,3,0,3,72,22,50
4904,7,4,2,1,0,1,78,15,63
4905,11,12,13,6,3,2,108,47,61
4906,5,8,5,3,2,1,78,24,54
4907,6,7,4,4,3,2,78,26,52
4910,3,2,1,3,0,0,36,9,27
5040,8,10,6,8,3,2,114,37,77
5028,8,10,9,8,4,3,102,42,60
5029,12,13,10,7,7,3,120,52,68
5034,14,12,10,7,4,3,144,50,94
5024,3,4,3,3,3,1,48,17,31
5027,6,8,3,2,1,1,84,21,63
5003,17,11,6,2,2,4,138,42,96
5043,288,250,140,107,54,51,3612,890,2722
4998,12,10,11,5,3,0,174,41,133
4999,6,4,1,2,0,1,72,14,58
5000,6,12,7,8,1,6,108,40,68
5001,8,8,3,3,2,0,114,24,90
4913,8,6,6,4,2,2,114,28,86
4960,6,5,5,4,0,2,72,22,50
1985,8,7,6,5,1,4,84,31,53
4921,6,7,4,5,3,2,108,27,81
4923,7,8,6,5,4,1,90,31,59
2018,165,130,80,57,29,23,2202,484,1718
2024,5,4,5,0,1,0,66,15,51
2026,13,10,9,6,2,3,144,43,101
4892,4,3,3,3,1,0,42,14,28
4894,10,7,8,7,5,0,108,37,71
4895,6,4,2,0,1,1,66,14,52
4896,17,15,9,4,4,4,138,53,85
4791,11,11,7,4,5,3,114,41,73
4792,7,4,4,2,0,0,54,17,37
4793,8,6,4,4,2,1,66,25,41
4794,10,6,5,2,0,3,96,26,70
2143,11,10,9,7,3,4,120,44,76
2145,21,17,12,7,5,3,264,65,199
2147,15,11,11,8,5,1,198,51,147
2170,9,10,6,5,1,2,90,33,57
2252,2,1,2,2,1,1,36,9,27
2280,4,3,1,2,0,0,48,10,38
2284,6,5,5,5,3,2,66,26,40
2289,10,10,7,7,3,4,120,41,79
2989,6,5,6,2,3,2,72,24,48
3071,19,15,14,9,6,5,210,68,142
4020,2,3,1,0,2,1,54,9,45
2941,9,9,14,9,3,6,150,50,100
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
3616,195,183,131,103,78,37,2706,727,1979
3099,17,11,6,3,1,0,126,38,88
3086,8,7,5,3,1,1,108,25,83
3999,16,13,10,6,5,5,162,55,107
2471,11,10,5,4,5,1,126,36,90
2477,18,15,8,8,4,3,174,56,118
2479,11,14,8,7,6,4,132,50,82
2503,9,8,5,4,1,1,96,28,68
2505,15,13,5,2,2,1,132,38,94
2510,9,6,2,2,1,1,114,21,93
4003,3,4,1,2,3,2,48,15,33
3282,169,164,108,89,52,49,1992,631,1361
2647,4,5,4,4,2,0,60,19,41
3596,3,2,1,2,2,0,36,10,26
2663,4,2,3,2,1,1,66,13,53
4006,18,10,7,5,5,0,162,45,117
2669,9,6,6,6,5,3,108,35,73
2703,15,13,4,4,5,3,150,44,106
2708,5,3,3,2,1,1,60,15,45
2710,6,3,2,1,0,2,84,14,70
2712,6,8,3,4,3,2,90,26,64
2714,9,9,3,3,3,1,114,28,86
2718,6,9,4,4,2,2,102,27,75
2754,162,119,92,66,38,27,1746,504,1242
2796,9,8,6,6,2,3,120,34,86
2800,6,6,5,5,2,2,72,26,46
5346,6,5,7,4,2,2,96,26,70
