postId,l1,l2,l3,l4,l5,l6,processed,found,missed
14960,175,29,16,5,2,4,1830,231,1599
0,0,0,0,0,0,0,0,0,0
14966,8,5,2,0,0,0,84,15,69
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
14981,2,0,0,0,0,0,24,2,22
14982,8,0,0,0,0,0,60,8,52
14983,7,0,2,0,1,0,60,10,50
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
15006,10,1,0,0,0,0,96,11,85
15010,6,2,1,0,0,0,54,9,45
15014,14,1,0,0,0,0,120,15,105
15037,12,1,2,0,0,0,102,15,87
15038,4,0,0,0,0,0,30,4,26
15044,11,1,1,0,0,0,90,13,77
15045,11,2,3,0,0,0,102,16,86
0,0,0,0,0,0,0,0,0,0
15053,271,27,14,2,4,0,2814,318,2496
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
15086,4,0,1,0,0,0,60,5,55
15093,16,4,1,0,0,0,150,21,129
15094,10,2,5,1,1,0,144,19,125
15095,10,1,0,0,0,0,78,11,67
15100,1764,162,104,56,3,12,16044,2101,13943
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
15121,89,10,5,4,0,0,876,108,768
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
15131,15,1,2,0,0,0,192,18,174
15132,15,1,2,0,0,0,192,18,174
15133,5,1,0,1,0,0,54,7,47
15134,10,1,0,1,0,0,132,12,120
15136,15,0,0,0,1,0,120,16,104
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
15153,6,0,1,0,0,0,54,7,47
15157,8,1,0,0,0,0,72,9,63
15158,130,20,12,4,0,1,1710,167,1543
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
15168,3,0,0,0,0,0,30,3,27
0,0,0,0,0,0,0,0,0,0
15173,16,4,2,0,0,0,162,22,140
15174,17,2,3,1,0,0,156,23,133
0,0,0,0,0,0,0,0,0,0
15187,8,0,0,0,1,0,108,9,99
0,0,0,0,0,0,0,0,0,0
15199,241,39,22,4,0,2,2382,308,2074
15220,16,0,0,0,0,0,120,16,104
15222,5,0,0,0,0,0,48,5,43
15225,16,0,2,0,0,0,132,18,114
15226,16,1,1,0,2,0,174,20,154
